DWT,mmsi
,796022474
,441997002
,413816524
,796022478
,441997007
,413554390
,413554391
,356407004
,413554398
,413554399
,796022500
,130701029
,796022501
,796022510
,413859786
,477779701
,477779702
,414603001
,414603002
,414603003
,477779709
,413685507
,796022535
,796022536
,796022537
,796022538
,796022539
,413685515
,796022541
,413816593
,796022553
,796022554
,796022558
,796022560
,796022562
,413816614
,413030190
,413030191
,796022577
,796022584
,796022586
,796022591
,796022593
,796022599
,796022600
,796022601
,796022606
,312498000
,551180113
,796022608
,312498001
,312498002
,312498005
,796022614
,477779801
,477779802
,413292380
,796022621
,312498015
,413554530
,796022627
,796022629
,413816678
,796022641
,796022661
"74,300",414341000
,414341001
,414341002
,414341003
,414341004
,414341005
,414341006
,413816721
,414341016
,312367000
,796022685
,413292460
,413816749
,796022706
,796022710
,796022716
,413816764
,796022719
,796022720
,796022721
,413816773
,796022731
,413816781
,796022741
,796022744
,312236001
,312236002
,413030370
,796022753
,413030374
,412375015
,796022760
,413816809
,796022761
,413816811
,413030379
,413292525
,413292526
,413030387
,241195001
,796022782
,796022783
,796022784
,796022787
,796022793
,796022794
,796022796
,414079001
,414079003
,414079004
,796022811
,414079006
,414079007
,413816864
,796022817
,796022824
,796022826
,796022829
,796022833
,796022836
,796022841
,796022843
,413816892
,413423679
,796022849
,796022853
,22603
,796022860
,413292620
,796022862
,413292622
,796022866
,255613019
"22,500",413292640
,413948000
,413292642
,413948001
,796022884
,796022885
,413292641
,413948002
,413292645
,413292648
,413948004
,413948005
,413948006
,413948009
,413292649
,413292650
,413292653
,413948015
,413292658
,413948013
,413948017
,413948018
,413948019
,413816958
,796022911
,210000007
"23,800",355621000
,210000009
,210000012
,355621004
,413816973
,210000014
,413816975
,210000017
,413816986
,796022940
,796022946
,413816998
,796022953
,413292720
,413817009
,413292727
,796022972
,413292734
,413554880
,796022978
,413817042
,413292760
,32921817
,413292763
,413554911
"205,500",564812000
,564812001
,564812002
,564812003
,413817059
,796023012
,796023014
,564812007
,796023019
,413292780
,413292781
,564812013
,564812015
,564812019
,413817089
,413817095
,413292811
,796023057
,413292820
,413292821
,413292822
,413292823
,413292828
,413292829
,413292830
,413817117
,413817125
,413817126
,796023077
,413817127
,796023104
,796023110
,413817159
,796023118
,312760655
,413817169
,413817173
,413555030
,413555031
,413817176
,357063002
,357063003
,357063004
,477387101
,357063006
,413555040
,413555045
,353393001
,412506474
,353393002
,413555052
,413555049
"66,200",413555050
,413817215
,413424000
,413424001
,413424003
,413424005
,413424006
,413424007
,413424008
,413555081
,413817226
,413555080
,413424012
,413424013
,413555085
,413424014
,413424015
,413424016
,413424017
,413424018
,413817237
,413555097
,413817243
,413817244
,413817246
,413424040
"25,900",413292970
,356932011
,373316015
,413817269
,220748215
,413292986
16903,413424060
,413817281
,413424080
,412506609
,412506612
"73,900",351296000
,351296001
,351296002
,413817348
,413162004
,413817364
,413424170
,435968568
,413817425
,564157017
,413817433
,564157019
,413031010
,413031011
,413817445
,413031015
,412113511
,413031020
,413031021
,413031022
,413031023
,413031026
,413031031
,413817465
,413293180
,413031039
,413293190
,413817524
,413555381
"42,000",413293240
,413293243
,413424320
,413817537
,356408001
,356408003
,356408009
,370957005
,413424334
,370957007
,356408016
,413817558
,432823002
,414604002
,477387502
,413817592
970,413424380
970,413424380
,477387517
,923032325
,413817606
,413817623
,413817627
,413817632
,413817633
,413555490
,223501105
,413555506
,809808
,257842002
,412375891
11908,412375890
,44850004
,412375898
,412375899
,671243101
,671243102
,354311006
,412375902
,412375903
,413817713
,412507007
"33,400",413293440
,413293441
,413293442
,413293443
,413293444
,413293445
,413293446
,413293447
,413293448
,413817737
,413293450
,413293451
,413293452
,413293456
4879,413424530
,26500019
,276061110
,477387702
,413817797
"180,000",477518800
,477518802
"42,100",413293550
,413293551
,414080000
,413817856
,414080005
,414080010
2800,413817869
,414080014
7100,574250000
,413293591
,413817912
,413293631
,413293640
,413293641
,413817928
,413293643
,413293644
,413817932
,413817934
,413293645
,413293647
,413293646
,413293670
,413555820
,413817967
,413293680
,413293690
,413293691
,413293694
,413293695
,413817982
,413818017
,413293730
,413293731
,413293734
,413293735
,413818025
,413293738
,413293739
,413818026
,413293742
,413293743
,413293746
,413293747
,413293751
"205,400",564813000
,413818057
,564813001
,564813004
,413555920
,413555930
,413555931
,412609615
,413818103
,413555960
,413555963
,413556000
,413556001
,413556007
,413556017
,413556018
,413556020
,413556041
,908877131
,413031755
,413556044
,413556054
,413556060
,413425000
,413425001
,413425002
,413425003
,413425004
,413556079
,413556087
,413425018
,412376447
,413818242
5100,412376450
,373317001
,413818265
,413818284
,563109301
,563109302
,563109303
,413556151
,563109308
,477519309
,413818337
,351297000
,351297004
,413818359
,351297016
,412376580
"206,000",229269000
,229269001
,229269002
,229269003
,229269006
,229269007
,412376596
,412376597
,413818391
,413818396
,413425181
,413425182
,412900900
,413818409
,412376631
,412376638
,412376639
,414998090
,413425230
,413818455
,413425240
,413818456
,413425242
,413425243
,413425246
,311058015
,413556320
,413556321
,413556322
,413425251
,413818463
,413425250
,413032038
,413556327
,413425255
,413556328
,413556329
,413556323
,413556324
,413556326
,413556334
,413556330
,413556331
,413556333
,413425266
,413425267
,413556338
,413556339
,413556335
,413556337
,413425263
,574906006
,229007001
,374628003
,413556390
,374628009
,374628010
,413294260
,413294261
,413294262
,413556406
,413294263
,413294270
,413818561
,413818563
,414605000
,414605001
,414605002
,414605016
,413556461
,413818605
,412376820
,412376821
,412376822
,413818617
,412376829
,413032194
,413556490
,413294358
,413818646
,413294364
,413818653
,413818665
,413818669
,413294390
,413294391
,413556540
,413294398
,413294399
,413687630
,414343002
,414343004
"69,600",412508000
69607,412508000
,413818729
,312369003
,412508018
,412508019
,413818746
,312369018
,312369019
"207,700",356016000
"179,900",477257600
,356016001
,477257606
,356016007
,477257612
,477257617
,356016018
23666,413425560
,413425561
,413425562
"72,900",414212000
70013,414212000
,414212003
,413818789
"79,400",412377000
,414212008
,414212010
,414212009
,414212017
,413556663
,413818808
,413556671
,413556680
,413425610
,413818826
,413294541
,370434003
,413556698
"35,000",477257700
34800,477257700
,477257703
"80,000",414081000
80012,414081000
,414081001
,414081002
,413818864
,413294580
,413294582
,413818872
,414081017
,414081018
,413818876
,412901373
,413818881
,413556743
,413818888
,413556750
,413818895
,413818913
,413818917
,413294631
,413556781
,413294638
,413294639
,413294646
,413294647
,413556791
,413556799
,413294670
,10641494
,413818974
,413556830
,877420640
,413818991
"72,300",413819000
70220,413819000
,413819002
,413556861
,413819005
,413556863
,413819016
,413556890
,413950112
3050,413425840
"205,400",564814000
,564814001
,564814002
,413425844
,413950134
,413425853
,564814014
,413425854
,413950148
,413819078
"37,900",215245000
"35,100",412377290
35000,412377290
35000,412377290
,412377291
,413950156
,413688012
,412377294
,215245006
1115,413950161
,413688018
"37,800",477913300
,413819093
,477913302
,477913301
,413819096
,412377306
,413556960
,413819109
,413819116
,353526001
,353526002
,413819121
,353526006
,413556982
,413819134
,353526014
,353526015
,413556991
"42,000",413294850
,412508418
,412508419
,413819139
,413819144
,413819154
,413950227
,413819161
,413819174
,413819176
"207,200",373449000
,413819178
,413819179
,413819203
1660,413819209
,413819216
,413819229
,413819238
,413950315
,413819243
,413819245
,413819244
,413819247
,413950318
,413819251
,413819254
,413819257
,413950331
1750,413819261
,413557131
,413819276
,413950351
"31,800",477389200
,477389201
,477389211
,413557150
,413557151
,413819297
,413819308
,413819309
,412508591
,412377522
,412508594
,412508595
,412508597
,413819318
,412377527
,412508598
,413819322
,412508603
7300,413819333
,43672006
,413819335
,413950414
,413819343
,413819349
,413557210
,413819354
"60,800",413164000
59170,413164000
,413819361
,413164002
,413164003
,413164006
,413164008
,413164010
,413164011
5017,413426160
,413819378
,413426163
7657,413819381
737,413950455
,413819385
,413819386
,413819391
,413819394
,413819397
1050,413819401
,413819402
,413819403
,413819404
,413950481
,413950491
,413819421
,413819423
,413819424
,413557280
,413819426
,413950501
1014,413950502
,413819436
,413426221
,413950511
,412901935
,413950512
,413819444
,413819446
,413819452
,413819453
,413819454
,413819457
,413819458
,413819459
,413819461
,413950534
,413819462
,413819473
"35,400",413557330
,371090001
,413557331
,371090006
,371090007
,477389401
,372925018
,371090010
,413950554
,413819485
,413557342
,413557343
,413819487
,477389402
,477389403
,413819486
,477389407
,477389405
,477389406
,413819501
,413819513
,223502972
,413950591
,413819529
,412902028
,413950604
780,413950606
12657,413819535
,413033104
,223502992
,413033106
,372794001
,413950614
,413819547
,413819548
,413819553
,413819559
,413819564
,413819573
"55,700",477389500
,477389501
,413819584
,413819586
,413819593
,413819597
,413819599
,413819606
,477520601
,477520602
,413295326
,413950693
,413819633
,413557490
,413557491
,413819635
,413557498
,413557499
,412902138
,413557502
,413557503
,413295358
,413295370
,413819659
,413295371
,413295374
,413295375
,413295381
,413819672
,413295386
,413295387
,413950766
,413819696
,413950783
,414344001
,414344002
"180,000",477127500
,414344013
,477127503
,413295440
,414344018
,414344019
,413295442
,413295452
,477127517
,210396001
,210396002
,210396003
,413819755
,413819757
,413819758
,210396017
,413295480
,413950852
,413950862
,413950864
,413819795
,413295510
,413295511
,412378009
,413557660
,413557661
,413819804
,413557662
,413295520
,413295519
,413950885
,413950886
"180,400",241198000
,255747001
,255747002
,255747005
,255747006
,580412351
,413295550
,413295560
,413295561
,413819849
,413295562
,413295563
,413295564
,413295565
,413295567
,413295566
,413950928
"52,700",414082000
52713,414082000
52713,414082000
,413557720
,413557721
,413557722
,413557723
,413295576
,413819868
,413557726
,413557727
,413557724
,541221854
,413819873
,413819902
,413295631
,413295640
,413557811
,413819959
,413819968
,413819969
,413819977
,413819988
1000,413819991
,413951065
,413819994
,413295720
,413295721
,413951093
,413295739
,413820035
,413820075
,413820078
,413951156
,563111102
,413426880
,413820103
"207,900",373581000
3742,413426890
,413820107
1448,413951184
,413820113
,413951186
,477127901
781,413426910
865,413951202
"297,200",477652200
,477652201
,413820136
,413951214
,413558000
,413558002
,413558009
,477652218
,413558011
,413558014
,413295871
,413951232
,413820162
,413951251
,413951254
,413295910
,413951275
,413295918
,413295919
,413295926
,413427000
,413427001
,413427002
,413427003
,413427004
,413820221
,413427006
,413427005
,413427007
,200041802
,413820235
,412509518
,413427023
,413295950
,413820254
,413820264
"26,500",351430000
,351430002
,412509556
,413820283
,412509566
,412509573
,413951372
,477521302
,412378520
,413820314
,413820315
,413951388
,413820317
,477521310
,106980769
,412509622
,412509624
,412509626
,412509628
,413820356
,413296070
,413296071
,412509641
,413820361
,413820363
,412509642
,413820364
,412509646
,413820366
,413296079
,413296078
,412509647
,412509652
,412509654
,413296086
,413820375
,413820379
,412509659
,412509663
,412509667
,413820393
,477914601
"55,800",371222000
13565,412378610
,413558269
,412509696
,413820421
"56,600",249194000
,412509717
,413261371
,413820446
,412509732
,413951525
,413261374
,413296171
,413296175
,413820466
,412509748
,354707000
,354707001
,354707002
,354707006
,412378687
,354707007
,413820487
,413261380
,477914702
1158,413951567
1158,413951567
,412509776
,413427280
,412378711
980,413427290
,412509796
,413820525
,374630001
,440166002
"44,100",412378740
44069,412378740
,412378741
,412378742
,412378743
"175,900",372795000
,372795001
,372795002
,440166011
,440166013
,372795005
,200042111
5011,413427340
,413820557
,413951635
,413820577
,201221810
,413951694
,412378841
,412378842
,413820635
,412378843
,412378845
,412378846
,412378847
,413951712
,413951714
,413820651
,413951728
,413296390
,413296391
,413296398
,413296399
,413951762
,412378900
,413296406
,413951767
,413296407
,413951774
,413296420
,477521701
,477521702
,477521703
,477521717
,412510018
,412510032
,412510039
,413820762
,413820782
,412378991
,413558640
1202,413951858
,412510071
"12,500",413296510
,412379010
,413820806
,413820808
,223504272
"78,100",210266000
"46,700",413296530
,413296531
,413296535
11700,355887000
,357722012
,357722013
,355887006
,413820833
,477652903
,477652910
,477652911
,413820852
,413558710
,412510135
,477652918
,412510136
,412510137
,412510138
,412510143
,412510144
,413820865
,413820881
,441346002
,413296610
,413296611
,413951977
,413951979
,413296627
,413820918
,413951999
,413296640
,413952002
,413952016
,413952025
,412379198
,413820992
,413820993
"73,700",413821000
73660,413821000
,413821001
,413821002
,413821005
,413821007
,215378001
,215378006
,215378009
26429,412379230
,412379250
,413821043
,412379251
,412379258
,413952123
,413821053
,412379263
1020,413821057
"3,400",413296770
,413296771
,413296774
,413296775
,413296778
,413296779
,413296782
,413296783
,413296786
,413296787
,413952187
,232024252
,232024254
,413296841
,413296842
,413296843
,413296844
,413296845
,413296846
,66087121
,66087122
,66087123
,232024276
,66087124
,66087125
,66087126
,413296856
,413296857
,66087130
,413821146
,66087127
,66087128
,66087129
,413296858
,413296859
,232024287
804,413952225
,413952227
,413296871
,413952232
,413952241
,412379390
,412379391
,355232000
,355232004
"178,300",477915400
,355232009
,477915402
,477915403
,355232010
,477915407
,413952281
,477915417
,413428001
,100821282
,413428002
,413428003
,941910310
,413428009
,413952299
,413428013
,412379440
,413428016
,412379442
,412379441
,413428018
,412379444
,412379447
,412379449
,412379450
,413821242
,412379451
,412379453
,412379455
,681208127
,413296960
,413296964
,412379461
,412379462
,412379463
,413296969
,412379468
,412379470
,412379471
,413296976
,412379477
,413952341
,412379491
,412379498
,413821293
,413821312
,413821329
,413821342
,413821347
,413821349
,413297061
,413297063
,413297070
,413297071
,413297079
,413952459
"74,900",563112400
,373058001
,373058002
,373058003
,373058004
,413952464
,373058007
,373058009
,373058010
,373058011
,373058013
,373058015
,413952489
,412379631
,413821429
,412379641
,413821434
,412379643
,412379644
,412379646
,412379647
,413821439
,412379650
,412379651
,413821444
,412379654
,412379655
,412379658
,412379659
,413952526
,412379663
,412379662
,412379666
,412379667
,413821502
,413952581
,574909000
,413428302
,413428303
,413952592
,413428306
,20212310
,20212313
,20212314
,413297260
,20212346
,632580731
,413952635
875,413952637
"56,200",414608000
,414608001
,414608004
,414608011
,413952653
,413821582
,414608014
,414608015
,414608019
"37,700",477915800
,413428380
,413428381
,413428382
,413428383
,413821603
,412379815
,413821607
"45,500",412379820
46303,412379820
,413821613
,412379822
,413821612
,412379821
,413821618
,412379837
,412379838
,232024771
,413297350
,414477001
,414477005
,413952732
,413952738
,413297380
,413297381
,413297382
,413297383
,413297388
,413297389
,413297391
,413297396
,413297397
,413297398
,413297399
"45,500",412379910
45542,412379910
,412379911
,412379919
,414346000
,414346001
,414346004
,413952788
,412379926
,412379927
,414346011
,413297440
,413297450
,413297451
,413297455
,413297466
,413690686
,413690687
,413821763
,413821768
,413821777
,412379998
,412379999
,413035360
,413035361
,413035362
,413035363
,413952868
,413035364
,413035365
,413035367
,413035366
,413035368
,413035370
24852,412380010
,413035372
,413035373
,232024941
,412380015
,232024943
,413035369
,413035378
,413035371
,232024939
,413035379
,413821812
,413035374
,413035375
,413035376
,413035377
,413297530
,412380027
,412380023
,412380026
"52,500",357723000
"2,400",412380030
2357,412380030
,232024953
,232024955
4324,412380040
,412380043
,413952909
,413952913
,413035410
,413035418
,413821851
,413821857
,412380079
,413690810
,413690811
,413821885
,413690814
,413690815
"47,100",413297610
,413297611
,413297615
,413821906
,413297626
,413297627
,413821918
"50,000",413953000
,413953002
,413821933
,412118002
,412118004
,412380161
,412380162
11700,357461000
,413953033
880,412380170
,259157003
,259157005
7735,412380190
,413690920
804,413953075
1178,413953076
,413035582
,413297727
,413559880
,413559881
,413559887
,413690970
,875850860
,412380271
,218000513
,413953177
,413822108
,413822111
,413953186
,413953189
,413822119
836,413953196
,413297840
,666004665
,413953212
,413822149
,413822168
,413953252
,355233003
,413822191
,413822192
,413428980
,413822198
2998,412380410
,412380411
,413822204
,413822206
,413822211
,413822215
,413429001
,413429002
,413429003
,413429004
,413429005
,413429006
,413822224
,413429017
,413429018
,413691170
,413691171
,413297960
,412380462
,413691182
,413691183
,413691186
,413691187
,413691190
,413691191
,353267001
,353267002
,353267003
,353267005
,353267006
,353267007
,413691198
,413691199
,413822275
,413822284
,413822285
,413822292
,413298010
,413298011
,413298015
,413953379
,413822307
,413691250
15464,412380530
,413822325
,354971001
,412380538
,413822333
,353136014
,413953426
,413822376
,413953453
,413822392
,413822393
,413822405
,202010063
,202010065
,413822418
,413298131
,413429221
,312897000
,312897001
,312897002
,413036010
,413036011
,312897005
,413429230
,413036015
,413822445
,312897006
,312897007
,312897004
,413429229
,413036014
,413036020
,413036021
,413036022
,413036023
,312897017
,312897018
,312897016
,413036028
,413036029
,413036030
,413036031
,413822461
,413036026
,413036027
,312897019
,413822469
,413036040
,413036041
,413036042
,412380683
,413036043
,413036045
,412380681
,412380685
,413036044
,356544017
,412380682
,413036047
,413036050
,413036051
,413036054
,413036055
,413036056
,412380697
,412380690
,412380699
,413036058
,413036059
,413036062
,413036063
,413036057
,413953563
"56,600",414740000
,413822501
,413822511
,413822513
,413560371
,413822516
,413822525
,413953617
,413822546
784,413429340
,412380770
,413822564
"57,200",414609000
,414609001
,414609002
,413822568
,412380779
,414609005
,414609004
,414609007
,413429362
,413429366
,414609016
,414609017
,414609018
,414609019
,413822591
,441872004
,441872009
14773,412380810
,412380811
,441872012
,413822605
,412271842
,413834937
,413298330
,412271846
,413822632
,412271847
"63,500",477654700
,413834942
,413822639
,413953714
,412271849
"56,000",319057600
,412271853
,413298390
,413298391
,412271856
914,413953755
,412271857
,413298398
,413298399
,413953767
,413822697
,413691640
,413691641
,413691642
,414347003
,413691647
,413822721
,413822725
,312373001
,413822741
,413822742
,374239000
,312373017
,312373018
,370569000
,413822772
,370569016
,370569018
,414216000
,414216009
,413822795
,563113804
,414216018
,414216019
,413822826
,414085001
,414085002
,414085003
,414085004
,414085006
,414085007
,414085017
,414085018
,413822874
,413822875
,413822877
,413822883
,413822887
,412011382
,372142001
,372142002
,372142003
,413822905
,413822928
,413691860
,413691861
,413954004
,413691863
29100,412119000
,413822949
,413298661
,413298663
,413954024
,413298670
,413691890
,413691891
,413691894
,413691895
,413298678
,413691898
,413691899
,413691902
,413298686
,413823002
,413823007
,413823016
,842297392
,413823039
,355496002
,413823043
,842297416
,413298761
,413691980
,413823052
,413298766
,842297424
,842297428
"57,800",413692000
57791,413692000
,413692001
,413692003
,842297448
,413692011
,413692015
,413954165
,209744006
,209744007
,413692070
,413692071
,413954215
,413823145
,413823146
,413692079
,413954224
,413823155
,413954228
,413298870
,413298871
,413298878
,413298879
,413298880
,413823168
,440824003
,413823181
,413954257
,413298899
,109080792
,330330330
,413954268
,256930012
,109080797
,413823196
,413954279
,477524201
,413692140
,413692141
,413823214
,477524205
,413430000
,413823218
,109080819
,413430008
,413823227
,413298940
,413298941
,413692158
,572158220
,413954329
,109080869
,109080870
,109080871
,413823272
1299,413823282
,109080897
,109080902
,413299020
,413823308
,477524300
,413299022
,413954384
,413299023
,477524303
,413954391
,413954392
,413299038
"79,400",371356000
,413823332
,371356005
,406876520
,413299050
,413823339
,413299051
,477655404
,477655406
,413692271
,413299055
,413823347
,413692280
,413692281
,413299066
,477655416
,413692286
,413299070
,413299071
,413692287
,413954433
,413704830
,109080971
,413823371
,413823375
,413823377
,109080978
,109080979
,413299091
,109080982
,413823401
,477524414
,413954495
"180,000",477131200
,477524415
,413823424
,477131204
,413430222
,477131216
,413823445
,413954524
,413823465
,413954542
,413954551
,413954554
,413823492
,413823496
,413299210
,413299211
,413299214
,413299215
,413299220
,413299221
,477524501
,413299227
,413299229
,413954593
,413823535
,413823537
,413823546
,413299261
,413823557
,413823575
"57,600",412775000
56222,412775000
,412775002
,412775004
,412775006
,413954655
,413823589
,413823591
,413823592
,413823593
,413954666
,412512880
,413823601
,413823613
,370832000
,370832001
,413823616
,500068998
,370832010
,413299338
,413954702
,413299342
"87,200",563770000
,413561490
,413823634
,370832018
,413823637
,413299350
,413299351
,414479001
,414479002
,414479003
,413299358
,414479007
,413823648
,413823649
,248804001
,413823653
13000,374371000
,413299390
,413299391
,413299410
,413823699
,413823702
,413823703
,413823704
,413823706
,413954779
,413823707
,413823724
,413823725
,413954802
,413823731
,213676788
,413965418
,413299450
,413299451
,413823757
,413954856
,414217001
,414217002
,414217003
,414217006
,414217007
,413823792
,413823801
,413823802
,414217019
,413823809
"53,300",355890000
"178,400",477131600
,355890001
,355890005
,413823831
,413823848
,413299560
,413299561
,413299562
,413299563
,413823856
,413823857
,413299577
,413299581
,413299582
,574256000
,574256001
,413823882
,413954955
,413954958
,413823887
,413954959
,10122129
,413823895
,413823896
,413823899
,413823901
,413823902
,413823904
,353924001
,353924002
,413823907
,413299630
,219182002
,219182003
,413692856
,413823928
,413823942
,412120014
,413692880
,413823952
,413955033
,210007005
,413955037
,232027101
,232027103
,522351585
,413823977
,413823985
,413823994
,413823998
,413823999
,683701265
,413955089
,110785555
,413299731
,413299734
,413299738
,413299739
849,413955102
,413299743
"180,500",373716000
,373716001
,413824036
,413824037
,373716005
,373716017
,413955126
,413299771
804,413955131
,413299774
,413299775
,413824071
,413693001
"179,200",215250000
,300840017
,215250001
,215250002
,215250004
,215250007
,215250011
,215250013
,413824094
,215250015
,413824108
,413824118
,413955192
,413824125
,413824129
,413955215
,413955221
,413824153
,413562020
,413824171
,413824175
,413824185
,413824192
,413693120
,413693121
,413824196
,413693125
,413693126
,413693127
,413824204
,413824205
,413693134
,413824214
,413824223
,413955306
,413824234
,413824257
,413824264
"62,600",232027404
,413693198
,413824271
,413824272
,413955346
,413693210
,232027421
,413824287
,413693215
,3700001
,3700002
,3700003
,3700004
,245789989
,3700006
,3700007
,3700008
,3700009
,3700010
,413824303
,413693231
,413824319
,413824322
,413693262
,413693263
,413300051
,413824343
,413824344
,413300060
,413300061
,413300062
,413300063
,413693278
,413169001
,413169003
,413824372
,413824376
,413824378
,413824397
,413824399
,413824408
,413824421
,413824422
,413824435
,413824445
,413824461
,413693390
,413300180
,413300181
,413300182
,413300188
,413300189
,413300190
,413824484
,413824495
,413955573
,413955575
,413824515
,574912005
,413693460
,413824539
,413824555
,413392447
,413824558
"250,900",432830000
,432830001
,432830005
865,413431350
,413955641
,432830012
,432830013
,212498001
,413824603
,413955689
1290,413955691
,671381100
,413955695
,413824624
,413955699
,563771002
,563771003
,413824641
,413955714
"81,600",311064200
,413824654
,311064206
,413824657
,413824661
,413824662
,413824664
,413693599
,413955746
,413693612
5252,413824712
,382760655
,413955805
,413955807
,372406000
,413824752
,413824755
,413955829
,413824765
,413824771
,413824772
,413824773
,414218001
,414218002
,477001500
,413824798
,477001503
,413693740
,413693741
,413693742
,413693743
"76,600",355891000
,413693757
,413693759
,413955923
,413824854
,414087001
,414087002
,414087003
,106067803
,413824857
,413824872
,413955947
,413955962
,413824894
,413693822
,110000001
,110000011
,110000015
,110000016
,110000017
,413824914
"57,300",413956000
57664,413956000
,413956002
,966555555
,413824941
,412121007
,413956019
,413956022
,413956032
,413824964
,567965655
,169900012
,413825015
,248150015
,413825026
,413825047
,413825048
,413956123
,413825051
,413825054
,564820000
,413300770
,413300771
,413693990
,413300775
,413956134
,413300778
,413825069
,413300782
,413300783
,413825072
,413825071
,413300786
,413300787
,413825075
,413694010
,413825093
,229800012
,563116109
,229800014
,229800015
,212760655
"181,300",566524000
"22,900",413300840
,413300841
,413300842
,413300843
,413300847
,413300851
,413300856
819,413956241
,10123410
,10123413
"73,100",357071000
,413956253
,256932001
,355236008
,256932010
,256932013
,256932015
,413825199
,413825201
,413825206
,413956285
,413825215
,413956293
,413825224
,413956301
,413825235
,413825245
,413825249
,413825255
,413825261
,413825262
,566262001
,566262003
14500,351435000
,351435001
,413825274
,351435002
,413825278
,413956351
1205,413956352
,351435007
,413825282
,413694210
,413956356
,413563140
,413956357
,413301001
,413825305
,413825306
,413825313
,440564001
,413825315
,440564004
,477133101
,477133102
,413956403
,413825342
,351304001
,413825351
"10,700",249330000
,413825362
,413170002
,413825363
,374897001
,374897002
5928,413825402
,413825421
,413825433
,413956513
947,413432240
,413432243
,413432249
,413825466
,413956537
,413956542
,413825473
,413956545
,256408003
,256408004
,413825477
,413956555
,256408016
"49,200",414743000
,413301211
,414743003
,414743004
,414743006
,413956575
,413301220
,413301223
,413301236
,413301237
,413301239
,413956611
,413825545
,413825564
"80,000",414612000
,413956642
,413301284
,414612005
,413301286
,413301287
,413301289
,413825578
,413825583
,413301296
,414612016
,414612017
,414612018
,413301298
,413825588
,563116600
,356285001
,356285002
,356285006
,413825622
,356285016
,477133401
,477133402
,477133404
,477133405
,477133407
,413694560
"50,100",414481000
,414481001
,413825644
,414481007
,413825654
,414481017
,413825663
,998800000
,413825665
,413432450
,413825667
,413432454
,413825681
,413825686
,413825716
,413956797
,414350031
,413694671
9000,413825753
,414350046
,414350047
"182,700",370572000
,413825763
,413825765
,413825777
"50,900",414219000
,414219001
,414219002
,414219003
,413825785
,414219004
,414219005
,414219007
,414219006
,312245003
"46,000",441482000
,413956881
,413956884
,441482012
,372276001
,413825829
,413956921
,414088001
1250,413825869
,413956946
,413694821
"182,100",241073000
,413825896
,477002602
,414350198
,257457016
,257457018
,413825916
,232029055
,413301631
,413694863
,413825935
,413825982
,413825984
"261,100",477002700
,413301711
,413694942
,413694943
,413957092
741,413957093
,999980007
,999980008
,999980010
,413826027
,999980011
,999980012
,999980013
,999980014
,999980015
,999980017
,999980018
,999980019
,999980016
,413826036
,413826038
,999980023
,999980025
,413957119
,353664001
"33,300",477264900
"205,400",564821000
,413826058
,564821003
,413695000
,564821018
,413826077
,413957164
,413957166
,413957168
,413695031
,357203001
,357203002
,357203004
,357203005
,357203006
,413826128
,413695070
,413301861
,413695080
,413826154
,413695083
,413301868
,413301871
,413695087
,413301876
,413301879
,413695096
,413301880
,413695098
,413695097
,413301882
,413301883
,413301881
,413695099
,413301887
,413695110
,413695118
"45,600",414350480
,414350481
,414350482
,413695120
,413826192
,414350483
,413301910
,413301911
,414350484
,414350489
6445,413695130
,413301918
,413301919
,414350494
,477527202
,413301922
,413301923
,413301925
,477527206
,413301927
,477527211
,413301935
,413301936
,413301937
,413301938
,413826229
,413957326
,413957334
,413826265
,413826278
,413301991
,413957352
,413301998
"32,400",413302020
,413302022
,413302023
,413695240
,413957384
,413695243
,413302030
,413695247
,413302031
,413695250
,413695251
,413433111
,414350620
,413302047
,413826335
,413302050
,414350626
,413302051
,413302055
"46,600",351305000
,413957421
,413302062
,413695280
,413826355
,413826356
,413826358
,413826366
"53,500",413302080
,413826373
6300,671645000
,413302091
,413302098
,374898003
,373063002
,413826409
,413695350
,414875000
,413826425
,414875003
,413695360
,413826435
,413826438
,413695370
,413695371
,413826447
,413695375
,413957525
,413957526
,413957527
,413957529
,413302170
,413302171
,413695387
,413302174
,413302175
,372932000
,413826462
,413826466
,413826465
,356548009
,413826483
,413826484
"49,300",414744000
47828,414744000
,477003201
,414744001
,413957571
,413302211
,413826501
,414744007
,477003209
,414744009
,413302218
,413302219
,477003213
,477003214
,477003215
,413302223
,414744017
,414744018
,414744019
,413302227
"56,300",413302230
,413826519
,413302231
,413302238
,413302239
,413826527
"209,000",241729000
,413826537
,241729001
,413826541
,413826542
,413826543
,567574002
,413826549
,567574005
,413826551
,413826555
,413826563
,413302281
,413302282
,413302286
"70,900",412778000
69479,412778000
,412778001
,412778005
,413302297
,412778009
,413695520
,413564450
,413433391
"53,500",413302320
,413302321
,413826607
,413826608
,413826612
,413695541
,413695542
,413695540
,413826616
,413433406
,413695551
,413433407
10628,413826628
,413826629
,413826643
,413302360
,413302361
,413302362
,413302366
,413826663
,413826677
,671252100
,413564550
"3,100",413302410
,413302411
,413826701
,413302414
,413302415
"73,400",414351000
73435,414351000
,414351001
,413302426
,413302427
,414351002
,414351005
,414351006
,413826719
,413695650
,413826724
,412402919
,413695670
,413695671
,413826742
,413826746
,413302461
,413302462
,413826751
,413302463
,413826759
,413957832
,413826761
1479,413826766
,413826768
,413826771
,413826774
,413826776
,413695711
,413826785
,413826789
,413957868
